"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-01-27","67","72","63"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-01-28","63","69","56"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-01-29","56","67","47"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-01-30","56","68","47"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-01-31","61","75","47"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-02-01","69","83","60"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-02-02","61","65","57"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-02-03","62","72","56"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-02-04","73","88","64"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-02-05","69","72","65"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-02-06","73","80","69"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-02-07","58","72","44"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-02-08","49","53","44"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-02-09","57","62","51"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-02-10","69","81","60"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-02-11","57","73","40"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-02-12","46","50","40"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-02-13","54","58","50"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-02-14","62","75","55"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-02-15","73","83","67"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-02-16","73","84","69"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-02-17","74","85","69"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-02-18","74","81","69"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-02-19","74","82","70"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-02-20","74","82","70"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-02-21","74","80","70"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-02-22","59","65","51"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-02-23","71","83","57"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-02-24","77","88","71"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-02-25","75","82","70"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-02-26","73","79","67"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-02-27","76","86","71"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-02-28","77","87","71"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-03-01","73","81","67"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-03-02","70","77","63"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-03-03","74","79","70"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-03-04","74","82","70"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-03-05","76","86","71"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-03-06","67","76","61"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-03-07","64","73","58"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-03-08","67","70","62"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-03-09","69","71","66"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-03-10","74","87","65"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-03-11","75","89","67"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-03-12","62","66","60"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-03-13","65","70","59"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-03-14","66","73","57"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-03-15","69","75","66"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-03-16","75","85","68"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-03-17","76","84","71"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-03-18","76","84","71"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-03-19","74","82","61"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-03-20","68","74","60"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-03-21","70","77","62"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-03-22","72","79","67"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-03-23","75","83","69"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-03-24","77","86","72"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-03-25","76","84","72"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-03-26","77","86","71"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-03-27","78","85","73"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-03-28","77","83","73"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-03-29","73","82","64"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-03-30","70","76","58"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-03-31","74","81","66"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-04-01","76","87","68"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-04-02","78","86","73"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-04-03","77","83","74"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-04-04","69","75","64"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-04-05","72","77","63"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-04-06","78","85","73"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-04-07","67","78","52"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-04-08","60","69","49"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-04-09","74","80","68"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-04-10","67","73","57"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-04-11","69","79","53"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-04-12","76","82","68"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-04-13","80","90","75"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-04-14","70","77","55"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-04-15","66","80","49"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-04-16","72","83","59"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-04-17","75","84","68"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-04-18","76","85","70"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-04-19","74","81","70"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-04-20","74","79","69"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-04-21","76","81","72"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-04-22","73","78","69"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-04-23","73","79","66"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-04-24","73","84","60"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-04-25","76","82","68"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-04-26","71","78","66"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-04-27","74","81","67"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-04-28","69","77","62"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-04-29","73","79","61"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-04-30","77","83","73"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-05-01","78","84","75"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-05-02","81","90","76"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-05-03","81","90","77"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-05-04","80","86","77"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-05-05","77","82","70"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-05-06","76","87","66"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-05-07","74","83","61"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-05-08","76","84","62"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-05-09","78","85","71"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-05-10","78","85","69"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-05-11","80","88","74"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-05-12","81","87","76"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-05-13","81","87","78"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-05-14","81","89","76"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-05-15","80","89","72"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-05-16","79","90","69"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-05-17","81","94","69"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-05-18","83","92","75"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-05-19","82","89","77"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-05-20","83","89","79"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-05-21","80","89","72"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-05-22","81","86","77"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-05-23","82","89","76"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-05-24","83","88","76"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-05-25","82","90","74"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-05-26","83","93","73"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-05-27","83","93","73"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-05-28","83","91","73"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-05-29","83","92","73"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-05-30","84","92","76"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-05-31","85","91","78"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-06-01","85","92","80"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-06-02","85","94","79"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-06-03","85","92","76"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-06-04","83","92","74"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-06-05","86","98","78"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-06-06","85","95","79"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-06-07","83","89","76"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-06-08","84","89","78"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-06-09","85","91","80"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-06-10","85","93","79"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-06-11","85","93","80"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-06-12","85","91","80"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-06-13","84","90","76"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-06-14","83","90","74"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-06-15","84","91","80"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-06-16","84","89","79"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-06-17","83","90","75"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-06-18","80","85","77"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-06-19","79","91","73"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-06-20","78","85","73"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-06-21","82","87","75"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-06-22","84","89","79"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-06-23","85","93","79"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-06-24","84","91","79"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-06-25","85","90","79"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-06-26","85","90","80"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-06-27","85","91","79"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-06-28","85","90","79"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-06-29","85","93","80"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-06-30","85","94","79"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-07-01","85","94","79"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-07-02","83","91","76"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-07-03","84","92","76"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-07-04","83","90","77"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-07-05","84","89","79"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-07-06","81","90","76"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-07-07","79","87","75"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-07-08","82","89","76"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-07-09","84","89","78"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-07-10","83","89","76"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-07-11","83","90","74"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-07-12","84","90","75"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-07-13","85","92","77"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-07-14","85","92","77"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-07-15","86","95","80"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-07-16","86","95","79"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-07-17","85","95","77"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-07-18","86","99","77"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-07-19","86","97","78"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-07-20","86","95","77"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-07-21","85","93","78"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-07-22","86","99","78"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-07-23","88","103","77"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-07-24","87","104","79"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-07-25","85","91","79"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-07-26","85","90","79"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-07-27","85","93","78"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-07-28","86","93","78"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-07-29","87","93","79"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-07-30","86","95","79"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-07-31","86","94","77"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-08-01","84","91","77"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-08-02","83","92","74"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-08-03","83","92","73"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-08-04","84","92","76"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-08-05","83","90","78"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-08-06","83","90","76"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-08-07","85","92","79"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-08-08","84","90","78"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-08-09","85","94","78"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-08-10","85","92","78"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-08-11","83","90","75"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-08-12","84","91","78"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-08-13","85","91","79"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-08-14","85","92","79"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-08-15","85","91","79"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-08-16","85","91","79"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-08-17","85","92","77"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-08-18","84","93","76"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-08-19","86","94","79"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-08-20","85","94","77"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-08-21","85","93","77"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-08-22","85","92","75"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-08-23","84","91","75"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-08-24","85","93","77"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-08-25","85","92","76"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-08-26","85","92","77"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-08-27","86","94","77"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-08-28","86","95","78"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-08-29","85","93","78"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-08-30","84","92","76"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-08-31","83","91","76"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-09-01","85","93","77"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-09-02","86","97","78"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-09-03","86","93","79"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-09-04","85","91","77"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-09-05","85","91","77"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-09-06","80","87","77"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-09-07","82","89","76"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-09-08","84","90","77"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-09-09","83","90","76"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-09-10","80","84","75"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-09-11","80","86","72"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-09-12","81","87","75"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-09-13","83","90","77"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-09-14","79","85","77"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-09-15","78","84","76"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-09-16","80","89","74"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-09-17","83","89","76"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-09-18","83","89","76"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-09-19","83","88","76"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-09-20","85","91","79"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-09-21","85","91","79"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-09-22","84","93","79"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-09-23","79","89","72"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-09-24","80","87","75"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-09-25","84","92","78"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-09-26","84","93","78"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-09-27","77","85","73"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-09-28","80","86","73"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-09-29","79","81","72"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-09-30","79","83","72"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-10-01","82","88","75"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-10-02","83","89","76"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-10-03","83","88","76"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-10-04","83","90","76"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-10-05","83","89","75"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-10-06","83","90","76"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-10-07","83","89","75"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-10-08","83","90","76"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-10-09","84","90","78"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-10-10","83","89","77"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-10-11","82","86","79"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-10-12","83","88","80"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-10-13","84","91","79"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-10-14","84","89","80"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-10-15","70","88","52"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-10-16","55","62","51"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-10-17","59","66","54"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-10-18","60","61","58"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-10-19","69","77","60"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-10-20","70","73","67"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-10-21","69","74","65"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-10-22","65","68","62"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-10-23","60","65","58"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-10-24","66","73","60"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-10-25","68","72","64"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-10-26","69","78","62"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-10-27","70","82","61"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-10-28","72","85","60"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-10-29","76","85","67"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-10-30","79","86","72"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-10-31","81","88","75"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-11-01","67","78","58"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-11-02","67","77","58"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-11-03","72","81","57"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-11-04","77","83","71"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-11-05","79","89","70"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-11-06","80","90","72"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-11-07","80","90","76"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-11-08","79","86","73"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-11-09","65","79","54"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-11-10","54","56","52"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-11-11","58","63","55"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-11-12","57","62","48"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-11-13","45","50","41"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-11-14","44","58","36"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-11-15","49","67","34"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-11-16","57","72","41"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-11-17","67","77","52"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-11-18","70","77","61"
"USR0000TLAG","LAGUNA ATASCOSA TEXAS, TX US","2018-11-19","53","59","50"
